운흥사팔상도,http://encykorea.aks.ac.kr/Contents/Item/E0040431,불화
은해사감로왕도,http://encykorea.aks.ac.kr/Contents/Item/E0042915,불화
은해사괘불탱,http://encykorea.aks.ac.kr/Contents/Item/E0042917,불화
오명항 초상 및 양무공신교서,http://encykorea.aks.ac.kr/Contents/Item/E0038233,초상화
은해사아미타삼존도,http://encykorea.aks.ac.kr/Contents/Item/E0042923,불화
영천 은해사 염불왕생첩경도,http://encykorea.aks.ac.kr/Contents/Item/E0042924,불화
은해사지장보살도,http://encykorea.aks.ac.kr/Contents/Item/E0042927,불화
의겸등필수월관음도,http://encykorea.aks.ac.kr/Contents/Item/E0043118,불화
자궁정사지장보살도,http://encykorea.aks.ac.kr/Contents/Item/E0047870,불화
장곡사미륵불괘불탱,http://encykorea.aks.ac.kr/Contents/Item/E0048283,불화
장곡사아미타극락회상도,http://encykorea.aks.ac.kr/Contents/Item/E0048286,불화
적천사괘불탱및지주,http://encykorea.aks.ac.kr/Contents/Item/E0049196,불화
정업원관경변상도,http://encykorea.aks.ac.kr/Contents/Item/E0050579,불화
죽림사세존괘불탱,http://encykorea.aks.ac.kr/Contents/Item/E0053512,불화
지옥변상도,http://encykorea.aks.ac.kr/Contents/Item/E0054311,불화
지장도,http://encykorea.aks.ac.kr/Contents/Item/E0054345,불화
지장보살도,http://encykorea.aks.ac.kr/Contents/Item/E0054348,불화
지장보살도,http://encykorea.aks.ac.kr/Contents/Item/E0054349,불화
지장보살도,http://encykorea.aks.ac.kr/Contents/Item/E0054350,불화
운암영당고운선생영정,http://encykorea.aks.ac.kr/Contents/Item/E0040343,초상화
지장보살도,http://encykorea.aks.ac.kr/Contents/Item/E0054351,불화
지장보살삼존도,http://encykorea.aks.ac.kr/Contents/Item/E0054356,불화
지장사 감로도,http://encykorea.aks.ac.kr/Contents/Item/E0054359,불화
지장시왕도,http://encykorea.aks.ac.kr/Contents/Item/E0054361,불화
지장시왕도,http://encykorea.aks.ac.kr/Contents/Item/E0054362,불화
지장시왕도,http://encykorea.aks.ac.kr/Contents/Item/E0054363,불화
지장시왕도,http://encykorea.aks.ac.kr/Contents/Item/E0054364,불화
유근 초상,http://encykorea.aks.ac.kr/Contents/Item/E0041300,초상화
유수 초상,http://encykorea.aks.ac.kr/Contents/Item/E0041581,초상화
윤관초상,http://encykorea.aks.ac.kr/Contents/Item/E0042218,초상화
윤두서 자화상,http://encykorea.aks.ac.kr/Contents/Item/E0042298,초상화
지장시왕도,http://encykorea.aks.ac.kr/Contents/Item/E0054365,불화
지장시왕도,http://encykorea.aks.ac.kr/Contents/Item/E0054366,불화
직지사감로왕도,http://encykorea.aks.ac.kr/Contents/Item/E0054539,불화
직지사대웅전삼존불탱화,http://encykorea.aks.ac.kr/Contents/Item/E0054541,불화
진천 영수사 영산회괘불탱,http://encykorea.aks.ac.kr/Contents/Item/E0054952,불화
을묘년화첩,http://encykorea.aks.ac.kr/Contents/Item/E0042942,화첩
천수국만다라수장,http://encykorea.aks.ac.kr/Contents/Item/E0055927,불화
의순관영조도,http://encykorea.aks.ac.kr/Contents/Item/E0043306,화첩
이광사초상,http://encykorea.aks.ac.kr/Contents/Item/E0043686,초상화
천수천안관음도,http://encykorea.aks.ac.kr/Contents/Item/E0055934,불화
천은사극락전아미타후불탱화,http://encykorea.aks.ac.kr/Contents/Item/E0055988,불화
이만유영정,http://encykorea.aks.ac.kr/Contents/Item/E0044172,초상화
이상길 초상,http://encykorea.aks.ac.kr/Contents/Item/E0044578,초상화
이상좌불화첩,http://encykorea.aks.ac.kr/Contents/Item/E0044615,화첩
이색초상,http://encykorea.aks.ac.kr/Contents/Item/E0044642,초상화
이수일 진무공신교서 및 초상,http://encykorea.aks.ac.kr/Contents/Item/E0044853,초상화
